wos_id,doi,title,abstract,label,source_type,source_specific,isolate_concentrate_flour,modification_step,application_property,trap_type,reason
syn110,doi110,Glycation via Maillard Reaction Improves Emulsifying Stability of Tremella fuciformis Protein Isolate,"Tremella fuciformis, a jelly-like edible fungus, contains protein with emulsifying potential, though thermal processing stability remains a concern. This study conjugated Tremella fuciformis protein isolate with dextran through controlled dry heating (60 degrees C, 65% relative humidity, up to 5 days) to induce glycation. Glycated protein exhibited a 39% improvement in emulsion stability after heat treatment at 90 degrees C and reduced droplet coalescence during storage. FTIR spectra confirmed covalent conjugation between protein and polysaccharide chains. Glycation is presented as an effective strategy for improving the thermal functional stability of Tremella fuciformis protein-based emulsifiers.",irrelevant,fungal,Tremella fuciformis,isolate,"dry?heating glycation with dextran (60?°C, 65% RH, up to 5?days)","emulsion stability, droplet coalescence resistance, covalent conjugation (FTIR), thermal functional stability",fungal_source,
syn111,doi111,Transglutaminase Crosslinking Enhances Gel Strength of Hericium erinaceus (Lion's Mane) Protein Isolate,"Lion's mane mushroom protein isolate is gaining attention as a functional fungal ingredient, though native gels are often weak and prone to syneresis. This study used microbial transglutaminase (0 to 10 U/g protein) to crosslink Hericium erinaceus protein isolate and assessed resulting gel strength and water holding capacity. Crosslinked gels exhibited a 43% increase in gel strength and improved water holding capacity from 61% to 85%. SDS-PAGE analysis confirmed formation of high molecular weight polymers consistent with enzymatic crosslinking. These findings indicate transglutaminase treatment is an effective strategy for improving the gelation functionality of Hericium erinaceus protein isolate.",irrelevant,fungal,Lion's mane mushroom,isolate,transglutaminase crosslinking,"gel strength, water?holding capacity, high?molecular?weight polymer formation (SDS?PAGE), gelation functionality",fungal_source,
syn112,doi112,High Hydrostatic Pressure Treatment Alters Solubility and Viscosity of Grifola frondosa (Maitake) Protein Extract,"Maitake mushroom protein extract has drawn interest for its potential functional applications in plant-forward food formulation. This study applied high hydrostatic pressure (200 to 500 MPa, 10 min) to Grifola frondosa protein extract and measured resulting solubility and apparent viscosity. Solubility increased from 32% to 64% at pH 7 following 400 MPa treatment, while apparent viscosity at 50 s-1 shear rate decreased by 24%. Surface hydrophobicity increased progressively with pressure level up to 400 MPa before declining at higher pressures. These findings indicate moderate high pressure treatment can improve the functional properties of maitake mushroom protein extract.",irrelevant,fungal,Maitake mushroom,protein,high hydrostatic pressure,"solubility, apparent viscosity, surface hydrophobicity, functional behavior under pressure treatment",fungal_source,
syn113,doi113,Deamidation Treatment Improves Solubility and Interfacial Properties of Auricularia auricula Protein Concentrate,"Auricularia auricula, commonly known as wood ear mushroom, is a widely cultivated edible fungus with protein concentrate exhibiting limited solubility at neutral pH. This study applied enzymatic deamidation using protein glutaminase to modify Auricularia auricula protein concentrate and evaluated resulting solubility and interfacial tension. Deamidated protein exhibited a 3.2 fold increase in solubility at pH 7 and a 36% reduction in oil water interfacial tension. Circular dichroism spectra indicated increased random coil content following treatment. The results indicate deamidation is an effective strategy for expanding the functional application range of Auricularia auricula protein concentrate.",irrelevant,fungal,Auricularia auricula,concentrate,enzymatic deamidation (protein glutaminase),"solubility, interfacial tension, structural conformation (random coil content), functional application range",fungal_source,
syn114,doi114,Spray Drying Conditions Influence Rheological Properties and Gelation of Coprinus comatus Protein Isolate,"Coprinus comatus, commonly known as shaggy mane mushroom, contains protein with gelling potential relevant to functional food development. This study evaluated spray drying inlet temperature (150 to 190 degrees C) effects on the rheological and gel forming properties of extracted Coprinus comatus protein isolate. Protein dried at 170 degrees C retained the highest gel storage modulus and lowest denaturation loss, while higher temperatures caused a 33% reduction in gelation capacity. Protein solubility declined progressively with increasing drying temperature. Findings indicate that moderate spray drying temperatures best preserve the functional gelation properties of Coprinus comatus protein isolate.",irrelevant,fungal,oprinus comatus,protein,spray drying ,"gel storage modulus, denaturation loss, gelation capacity, solubility, functional gelation behavior",fungal_source,
syn115,doi115,Ultrafiltration Fractionation Improves Water Holding Capacity of Cordyceps militaris Protein Hydrolysate,"Cordyceps militaris protein hydrolysate is increasingly incorporated into functional food products for its nutritional and textural contributions. This study fractionated Cordyceps militaris hydrolysate by ultrafiltration into three molecular weight ranges and evaluated water holding capacity and viscosity. The 3 to 10 kDa fraction exhibited water holding capacity of 6.4 g/g, significantly higher than the unfractionated hydrolysate at 3.9 g/g. Amino acid composition analysis showed enrichment of glutamic acid and glycine in the higher functionality fraction. These findings support molecular weight fractionation as a means to enhance Cordyceps militaris hydrolysate functionality for food applications.",irrelevant,fungal,Cordyceps militaris,protein,ultrafiltration fractionation (molecular weight ranges,"water?holding capacity, viscosity, amino acid composition, functional behavior of hydrolysate fractions",fungal_source,
syn116,doi116,Freeze-Drying Process Parameters Affect Aggregation Behavior and Solubility of Clitocybe squamulosa Protein Isolate,"Clitocybe squamulosa is a wild edible mushroom species with protein isolate exhibiting drying-induced structural changes affecting solubility. This study examined how freeze-drying shelf temperature (minus 40 to minus 10 degrees C) influenced Clitocybe squamulosa protein isolate aggregation and solubility. Samples dried at minus 10 degrees C exhibited greater particle aggregation and a solubility decrease to 55%, compared to 83% for samples dried at minus 40 degrees C. Scanning electron microscopy revealed denser, more collapsed microstructures at higher drying temperatures. Optimized freeze-drying conditions are recommended to preserve the functional solubility of Clitocybe squamulosa protein isolate.",irrelevant,fungal,Clitocybe squamulosa,isolate,freeze drying,"particle aggregation, solubility, microstructure (SEM), functional solubility behavior",fungal_source,
syn117,doi117,Acid Hydrolysis Modification of Pleurotus eryngii (King Oyster Mushroom) Protein for Improved Foaming and Emulsifying Properties,"King oyster mushroom protein is an emerging fungal ingredient, though native isolates exhibit limited functional versatility. This study applied controlled acid hydrolysis (0.5 to 1.5 M HCl) to Pleurotus eryngii protein extract and assessed resulting foaming and emulsifying properties. Foaming capacity increased from 10% in native protein to 53% after moderate hydrolysis, while emulsifying activity index rose to 18.7 m2/g. Molecular weight distribution analysis confirmed hydrolysis produced peptides predominantly in the 3 to 13 kDa range. These results suggest acid hydrolysis can substantially improve the functional performance of king oyster mushroom protein extract.",irrelevant,fungal,king oyster mushroom ,protein,controlled acid hydrolysis (0.5–1.5?M HCl),"foaming capacity, emulsifying activity, molecular?weight distribution (3–13?kDa peptides), functional emulsification and foaming behavior",fungal_source,
syn118,doi118,Effect of Alkaline Extraction pH on Emulsifying and Gelation Properties of Morchella esculenta (Morel) Protein Isolate,"Morel mushroom protein isolate has been proposed as a specialty functional food ingredient, though extraction conditions strongly affect its performance. This study evaluated alkaline extraction at pH 9 to 12 on Morchella esculenta protein isolate and assessed resulting emulsifying activity and gelation behavior. Extraction at pH 11 produced protein isolate with the highest emulsifying activity index (26.8 m2/g) and gel storage modulus, compared to lower functionality at pH 9. Protein solubility and extraction yield both increased with rising extraction pH up to 11 before declining at pH 12. These findings indicate that alkaline extraction pH is a critical parameter for optimizing morel mushroom protein isolate functional properties.",irrelevant,fungal,Morel mushroom,isolate,alkaline extraction,"emulsifying activity, gel storage modulus, solubility, extraction yield, functional gelation and emulsification behavior",fungal_source,
syn119,doi119,Microwave-Assisted Extraction Improves Yield and Solubility of Boletus edulis (Porcini) Protein Concentrate,"Porcini mushroom protein concentrate has drawn interest as a nutrient-dense functional ingredient, though extraction method strongly influences functional recovery. This study compared conventional alkaline extraction to microwave-assisted alkaline extraction (700 W, 60 to 180 s) for Boletus edulis protein concentrate and measured resulting yield and solubility. Microwave-assisted extraction increased protein yield from 51% to 74% and improved solubility at pH 7 from 29% to 57%. Particle size analysis indicated more efficient cell wall disruption under microwave treatment. These results suggest microwave-assisted extraction is a practical method for improving both yield and functional solubility of porcini mushroom protein concentrate.",irrelevant,fungal,Porcini mushroom,concentrate,microwave?assisted alkaline extraction,"solubility, particle size disruption, functional solubility behavior",fungal_source,
syn120,doi120,Alkaline Extraction and Solubility Characterization of Protein Isolate from Ulva lactuca (Sea Lettuce),"Ulva lactuca is an abundant green macroalga with potential as an alternative protein source for functional food applications. This study extracted protein isolate from Ulva lactuca biomass using alkaline solubilization followed by isoelectric precipitation and evaluated resulting solubility and water holding capacity. The isolate exhibited solubility of 62% at pH 7 and water holding capacity of 5.4 g/g, with extraction yield reaching 41% of total biomass protein. Amino acid analysis confirmed a favorable essential amino acid profile comparable to conventional plant protein sources. These results support Ulva lactuca as a viable functional protein ingredient for food formulation.",irrelevant,algae ,Ulva lactuca,isolate,"alkaline solubilization, isoelectric precipitation","solubility, water?holding capacity, extraction yield, essential amino acid profile, functional behavior in food formulation",algae_source,
syn121,doi121,Effect of Ultrasound-Assisted Extraction on Foaming and Emulsifying Properties of Nannochloropsis Microalgae Protein Concentrate,"Nannochloropsis biomass, cultivated for its high protein and lipid content, has been proposed as a functional food ingredient, though native protein concentrates often show limited surface activity. This study applied high intensity ultrasound (20 kHz, 150 to 400 W) during alkaline extraction of Nannochloropsis protein and evaluated resulting foaming and emulsifying behavior. Ultrasound-assisted extraction increased foaming capacity from 17% to 45% and emulsifying activity index from 12.8 to 26.1 m2/g. Particle size analysis confirmed enhanced cell wall disruption under ultrasound treatment. These results suggest ultrasound-assisted extraction is an effective method for improving the functional properties of Nannochloropsis protein concentrate.",irrelevant,algae ,Nannochloropsis biomass,concentrate,"ultrasound?assisted alkaline extraction (20?kHz, 150–400?W)","foaming capacity, emulsifying activity, particle size disruption, functional surface activity",algae_source,
syn122,doi122,pH-Shifting Treatment Improves Gelation Behavior of Chlorella vulgaris Protein Isolate,"Chlorella vulgaris microalgae biomass is a recognized alternative protein source, though its gelation properties remain poorly characterized relative to conventional food proteins. This study applied alkaline pH-shifting (pH 11 for 30 min, followed by isoelectric precipitation) to Chlorella vulgaris protein isolate and evaluated gel formation under heat treatment. Treated protein formed gels with 34% higher storage modulus and improved water holding capacity compared to conventionally extracted isolate. Circular dichroism confirmed increased beta-sheet content associated with the pH-shifting process. The results support pH-shifting as an effective modification method for improving Chlorella vulgaris protein gelation functionality.",irrelevant,algae ,Chlorella vulgaris,isolate,"alkaline pH?shifting (pH?11, 30?min) + isoelectric precipitation","gel storage modulus, water?holding capacity, secondary structure (??sheet content), functional gelation behavior",algae_source,
syn123,doi123,Enzymatic Hydrolysis Enhances Water Holding Capacity and Viscosity of Laminaria japonica (Kelp) Protein Hydrolysate,"Kelp biomass contains substantial protein that could be valorized for functional food ingredient development, though its native hydration properties are limited. This study used Alcalase hydrolysis (0.5 to 2% enzyme to substrate ratio) to modify Laminaria japonica protein and evaluated resulting water holding capacity and apparent viscosity. Mild hydrolysis (1%) increased water holding capacity from 3.3 to 6.1 g/g while reducing viscosity by 38% at 50 s-1 shear rate. Degree of hydrolysis was confirmed by ninhydrin assay and SDS-PAGE peptide profiling. These results suggest controlled enzymatic hydrolysis is an effective method for improving kelp protein hydrolysate functionality for food applications.",irrelevant,algae ,kelp (Laminaria japonica),protein,Alcalase hydrolysis (0.5–2% E/S),"water?holding capacity, apparent viscosity, degree of hydrolysis (ninhydrin), peptide profile (SDS?PAGE), functional hydrolysate",algae_source,
syn124,doi124,High Hydrostatic Pressure Treatment Alters Solubility and Emulsifying Activity of Arthrospira platensis (Spirulina) Protein Isolate,"Spirulina protein isolate is a widely studied microalgal ingredient with functional potential in food formulation, though processing effects on emulsifying performance remain incompletely understood. This study subjected Arthrospira platensis protein isolate to high hydrostatic pressure (200 to 500 MPa, 10 min) and measured resulting solubility and emulsifying activity. Solubility increased from 44% to 78% at pH 7 following 400 MPa treatment, while emulsifying activity index rose to 29.3 m2/g. Surface hydrophobicity increased progressively with pressure level up to 400 MPa before declining at higher pressures. These findings indicate moderate high pressure treatment can improve the functional properties of Spirulina protein isolate.",irrelevant,algae ,Spirulina,isolate,high hydrostatic pressure,"solubility, emulsifying activity, surface hydrophobicity, functional behavior under pressure treatment",algae_source,
syn125,doi125,Glycation via Maillard Reaction Improves Thermal Stability of Porphyra (Nori) Protein Emulsions,"Porphyra protein extracted from nori seaweed has demonstrated emulsifying potential, but its stability under thermal processing conditions is limited. This study conjugated Porphyra protein with maltodextrin through controlled dry heating (60 degrees C, 65% relative humidity, up to 5 days) to induce glycation. Glycated protein exhibited a 41% improvement in emulsion stability after heating at 90 degrees C and reduced droplet coalescence during 14 days of storage. FTIR spectroscopy confirmed covalent conjugation between protein and polysaccharide chains. Glycation is presented as an effective approach for improving the thermal functional stability of Porphyra protein-based emulsifiers.",irrelevant,algae ,Porphyra (nori seaweed),protein,dry?heating glycation with maltodextrin ,"emulsion stability, droplet coalescence resistance, covalent conjugation (FTIR), thermal functional stability",algae_source,
syn126,doi126,Transglutaminase Crosslinking Enhances Gel Strength of Undaria pinnatifida (Wakame) Protein Isolate,"Wakame seaweed protein isolate has potential as a functional ingredient in structured food products, though native gels are often weak. This study used microbial transglutaminase (0 to 10 U/g protein) to crosslink Undaria pinnatifida protein isolate and assessed resulting gel strength and water holding capacity. Crosslinked gels exhibited a 39% increase in gel strength and improved water holding capacity from 60% to 82%. SDS-PAGE analysis confirmed formation of high molecular weight polymers consistent with enzymatic crosslinking. These findings indicate transglutaminase treatment is an effective strategy for improving the gelation functionality of wakame protein isolate.",irrelevant,algae ,Wakame seaweed,isolate,microbial transglutaminase crosslinking (0–10?U/g protein),"gel strength, water?holding capacity, high?molecular?weight polymer formation (SDS?PAGE), functional gelation behavior",algae_source,
syn127,doi127,Spray Drying Conditions Influence Rheological Properties and Solubility of Dunaliella salina Protein Concentrate,"Dunaliella salina microalgae biomass has drawn interest as a functional protein source, though drying conditions affecting its solubility remain underexplored. This study evaluated spray drying inlet temperature (150 to 190 degrees C) on the rheological and solubility properties of extracted Dunaliella salina protein concentrate. Protein dried at 170 degrees C retained the highest solubility and lowest viscosity loss, while higher temperatures caused a 32% decline in solubility due to increased denaturation. Differential scanning calorimetry confirmed progressive structural changes with rising drying temperature. Moderate spray drying temperatures are recommended to preserve the functional properties of Dunaliella salina protein concentrate.",irrelevant,algae ,Dunaliella salina microalgae,protein,spray drying ,"solubility, viscosity behavior, structural transitions (DSC), functional solubility and rheology",algae_source,
syn128,doi128,Deamidation Treatment Enhances Solubility and Interfacial Properties of Gracilaria Red Seaweed Protein Extract,"Gracilaria red seaweed protein extract exhibits limited solubility and interfacial activity at neutral pH, restricting its use in acidic and low ionic strength food systems. This study applied enzymatic deamidation using protein glutaminase to modify Gracilaria protein extract and evaluated resulting functional properties. Deamidated extract showed a 2.7 fold increase in solubility at pH 7 and a 35% reduction in interfacial tension at the oil water interface. Circular dichroism spectra indicated reduced ordered secondary structure content following treatment. The results indicate deamidation is an effective strategy for broadening the functional application range of Gracilaria red seaweed protein extract.",irrelevant,algae ,Gracilaria red seaweed,protein ,enzymatic deamidation (protein glutaminase),"solubility, interfacial tension, secondary structure (CD), functional surface activity",algae_source,
syn129,doi129,Freeze-Drying Process Parameters Affect Aggregation Behavior and Foaming Capacity of Haematococcus pluvialis Protein Isolate,"Haematococcus pluvialis microalgae, primarily cultivated for astaxanthin production, also yields protein-rich biomass with potential functional applications, yet drying-induced structural changes remain underexplored. This study examined how freeze-drying shelf temperature (minus 40 to minus 10 degrees C) influenced Haematococcus pluvialis protein isolate aggregation and foaming capacity. Samples dried at minus 10 degrees C exhibited greater particle aggregation and a foaming capacity decrease to 21%, compared to 48% for samples dried at minus 40 degrees C. Scanning electron microscopy revealed denser, more collapsed microstructures at higher drying temperatures. Optimized freeze-drying conditions are recommended to preserve the functional foaming capacity of Haematococcus pluvialis protein isolate.",irrelevant,algae ,Haematococcus pluvialis,protein,freeze?drying ,"particle aggregation, foaming capacity, microstructure (SEM), functional foaming behavior",algae_source,
syn130,doi130,Microwave-Assisted Extraction Improves Yield and Solubility of Sargassum fusiforme (Hijiki) Protein Concentrate,"Sargassum fusiforme, a brown seaweed traditionally consumed in East Asian cuisine, contains protein that could be valorized for functional food ingredient development, though extraction method strongly influences recovery. This study compared conventional alkaline extraction to microwave-assisted alkaline extraction (700 W, 60 to 180 s) for Sargassum fusiforme protein concentrate and measured resulting yield and solubility. Microwave-assisted extraction increased protein yield from 46% to 69% and improved solubility at pH 7 from 27% to 55%. Particle size analysis indicated more efficient cell wall disruption under microwave treatment. These results suggest microwave-assisted extraction is a practical method for improving both yield and functional solubility of hijiki protein concentrate.",irrelevant,algae ,Sargassum fusiforme (hijiki),concentrate,microwave?assisted alkaline extraction,"solubility, particle size disruption, functional solubility behavior",algae_source,
syn131,doi131,Acid Hydrolysis Modification of Chondrus crispus (Irish Moss) Protein for Improved Foaming and Emulsifying Properties,"Irish moss, a red seaweed valued primarily for its carrageenan content, also contains protein with potential functional applications that remain understudied. This study applied controlled acid hydrolysis (0.5 to 1.5 M HCl) to Chondrus crispus protein extract and assessed resulting foaming and emulsifying properties. Foaming capacity increased from 9% in native protein to 42% after moderate hydrolysis, while emulsifying activity index rose to 17.4 m2/g. Molecular weight distribution analysis confirmed hydrolysis produced peptides predominantly in the 3 to 12 kDa range. These results suggest acid hydrolysis can substantially improve the functional performance of Irish moss protein extract for food applications.",irrelevant,algae ,Irish moss,protein,controlled acid hydrolysis (0.5–1.5?M HCl),"foaming capacity, emulsifying activity, molecular?weight distribution (3–12?kDa peptides), functional foaming and emulsification behavior",algae_source,
syn132,doi132,Effect of Alkaline Extraction pH on Viscosity and Water Holding Capacity of Ecklonia cava (Brown Seaweed) Protein Isolate,"Ecklonia cava is a brown seaweed species increasingly explored as a source of functional protein for food applications, though extraction conditions strongly affect its rheological performance. This study evaluated alkaline extraction at pH 9 to 12 on Ecklonia cava protein isolate and assessed resulting apparent viscosity and water holding capacity. Extraction at pH 11 produced protein isolate with the highest water holding capacity (5.9 g/g) and lowest apparent viscosity at 50 s-1 shear rate, compared to lower functionality at pH 9. Protein solubility and extraction yield both increased with rising extraction pH up to 11 before declining at pH 12. These findings indicate that alkaline extraction pH is a critical parameter for optimizing Ecklonia cava protein isolate functional properties.",irrelevant,algae ,Ecklonia cava (brown seaweed),protein,alkaline extraction,"apparent viscosity, water?holding capacity, solubility, extraction yield, functional rheological behavior",algae_source,
syn133,doi133,Ultrasonication Alters Structural and Emulsifying Properties of Isochrysis galbana Microalgae Protein Extract,"Isochrysis galbana, a marine microalga cultivated primarily for aquaculture feed, contains protein with potential functional relevance for human food applications that has been little explored. This study applied high intensity ultrasound (20 kHz, 100 to 350 W) to Isochrysis galbana protein extract and evaluated resulting structural and emulsifying changes. Ultrasonicated samples showed emulsifying activity index increases from 10.9 to 22.6 m2/g and emulsion stability improvements of 27% after 24 hours. Surface hydrophobicity increased with treatment intensity, as confirmed by fluorescence probe analysis, without significant protein aggregation. Ultrasound treatment is proposed as a mild processing method to enhance the functional properties of Isochrysis galbana protein extract for food use.",irrelevant,algae ,Isochrysis galbana (marine microalga),protein,"high?intensity ultrasound (20?kHz, 100–350?W)","emulsifying activity, emulsion stability, surface hydrophobicity, structural behavior without aggregation",algae_source,
